,open,close,high,low,volume,money
2020/9/8 11:30,4662.41,4646.07,4671.12,4639.87,2745132500,46619143908
2020/9/8 14:00,4645.33,4701.86,4707.82,4639.27,3221346600,54835087718
2020/9/8 15:00,4702.46,4694.39,4707.62,4682.35,2854975500,48222576050
2020/9/9 10:30,4634.25,4590.84,4645.2,4589.81,7342569600,1.08E+11
2020/9/9 11:30,4591.02,4622.56,4627.6,4558.04,3218422900,52959669356
2020/9/9 14:00,4622.56,4602.03,4634.05,4601.47,2010592900,33432940377
2020/9/9 15:00,4602.38,4584.59,4621.1,4584.52,3656125300,50171134687
2020/9/10 10:30,4632.1,4630.96,4647.5,4615.42,6110009200,89927234854
2020/9/10 11:30,4631.93,4621.99,4641.6,4621.13,2422952000,38824257370
2020/9/10 14:00,4621.81,4628.69,4636.4,4602.74,2436984200,37312425064
2020/9/10 15:00,4629.02,4581.98,4629.91,4572.21,4095342400,60082437409
2020/9/11 10:30,4572.26,4589.72,4601.39,4563.11,4543799900,73169995018
2020/9/11 11:30,4589.57,4575.18,4597.19,4566.71,2053673400,33995890160
2020/9/11 14:00,4576.25,4609.86,4618.71,4576.25,2092880100,37950032634
2020/9/11 15:00,4609.8,4627.28,4630.88,4604.65,2839889000,53125009389
2020/9/14 10:30,4652.05,4664.92,4666.99,4636.55,4488046900,92012272727
2020/9/14 11:30,4664.97,4653.44,4665.94,4640.72,2022222100,41471838663
2020/9/14 14:00,4654.58,4635.65,4654.58,4626.57,2063932800,38440682134
2020/9/14 15:00,4635.66,4651.05,4651.05,4625.99,2149316100,39728618172
2020/9/15 10:30,4649.45,4662.05,4672.25,4630.8,3842249700,76031250863
2020/9/15 11:30,4661.77,4677.75,4680.5,4656.05,2000244900,37137778181
2020/9/15 14:00,4678.4,4675.26,4687.66,4672.2,2086379400,41094114973
2020/9/15 15:00,4675.14,4688.48,4691.5,4667.74,2262718500,40310539998
2020/9/16 10:30,4683.01,4683.32,4687.02,4666.95,4628161800,80115552085
2020/9/16 11:30,4683.15,4668.13,4690.63,4667.84,2150991300,39344814016
2020/9/16 14:00,4668.23,4659.53,4674.05,4656.72,1812489400,34127321809
2020/9/16 15:00,4659.59,4657.36,4659.93,4638.48,2283721600,42532496841
